ID	d1	ignore theme	d1	telugu	d1	english	d1	Clue	d1	Image	d1	Sound
160	|	Andhra_Sweets_Snacks	|	రస్ మలై 	|	Rasmalai 	|	రస్ మలై _clue	|	http://www.gpullareddysweets.org/admin/upload/product/lightbox/ras-malai.jpg	|	
161	|	Andhra_Sweets_Snacks	|	రవ్వలడ్డు 	|	ravvaladdu	|	రవ్వలడ్డు _clue	|	 http://fullmeals.cloudapp.net/Recipe-1552-Rava-laddu-28330.jpg?maxheight=700	|	
162	|	Andhra_Sweets_Snacks	|	సగ్గుబియ్యం వడియాలు 	|	saggubiyyam vadiyalu	|	సగ్గుబియ్యం వడియాలు _clue	|	http://2.bp.blogspot.com/-RkCNRskfNnc/T8vopfk9dAI/AAAAAAAADXE/nyz5_T92ZAc/s640/Saggubiyyam+Vadiyalu.JPG	|	
163	|	Andhra_Sweets_Snacks	|	సజ్జ బూరెలు	|	sajja burelu	|	సజ్జ బూరెలు_clue	|	http://4.bp.blogspot.com/_H_r_N7OCzog/SO3g9BSE7iI/AAAAAAAAAjw/hB4v6U1sU2k/s400/burelu+3.JPG	|	
164	|	Andhra_Sweets_Snacks	|	సమోసా 	|	Samosa 	|	సమోసా _clue	|	http://1.bp.blogspot.com/_HMfgRLKrTyo/Sq2mFcFIymI/AAAAAAAAAbo/0yeFa_wX7e8/s400/DSC00691.JPG	|	
165	|	Andhra_Sweets_Snacks	|	శనగపిండి లడ్డు 	|	sanagapindi laddu	|	శనగపిండి లడ్డు _clue	|	http://festivals.iloveindia.com/ganesh-chaturti/pics/besan-ke-ladoo.jpg	|	
166	|	Andhra_Sweets_Snacks	|	సన్న బుంది లడ్డు 	|	Sanna Bundi Laddu	|	సన్న బుంది లడ్డు _clue	|	http://www.athithigruhafoods.com/admin/productimages/133.jpeg	|	
167	|	Andhra_Sweets_Snacks	|	సన్న పూస 	|	Sannapusa	|	సన్న పూస _clue	|	http://1.bp.blogspot.com/_bqydnnqN8c0/Sa951B2HFjI/AAAAAAAAAZ4/dHtka2iJ9Mk/s320/IMG_0120c.JPG	|	
168	|	Andhra_Sweets_Snacks	|	సేమ్య పేణి 	|	Semiya pheni 	|	సేమ్య పేణి _clue	|	http://www.gifts2everyone.com/g2e-admin/original/Semiya-pheni.jpg	|	
169	|	Andhra_Sweets_Snacks	|	సోం పాపిడి 	|	Soan papdi 	|	సోం పాపిడి _clue	|	http://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Sohan_papdi.jpg/677px-Sohan_papdi.jpg	|	
170	|	Andhra_Sweets_Snacks	|	సోజ్జిపాలు 	|	sojjiappalu	|	సోజ్జిపాలు _clue	|	http://1.bp.blogspot.com/-FmlQ9DzNmtg/TgpQ6sQCGwI/AAAAAAAADp8/6VOiZZfxpZk/s640/sojjappalu1.JPG	|	
171	|	Andhra_Sweets_Snacks	|	సోనా హల్వా 	|	Sone halwa 	|	సోనా హల్వా _clue	|	http://4.bp.blogspot.com/_0CWdGn9Gu5c/SyApwDERC0I/AAAAAAAAB0s/W_lMVJxBW-8/s400/carot+halwa.jpg	|	
172	|	Andhra_Sweets_Snacks	|	సున్ని వుండలు	|	sunnundalu	|	సున్ని వుండలు_clue	|	http://www.nandyala.org/mahanandi/images/laddu/sunniundaluimagecopyrighted5.jpg	|	
173	|	Andhra_Sweets_Snacks	|	తపాలా చెక్కలు 	|	Tapala Chekkalu	|	తపాలా చెక్కలు _clue	|	http://4.bp.blogspot.com/_j3oWS8Ql268/SqqIXiU9FII/AAAAAAAADxE/5xf-mi9fjxk/s640/IMG_2315.JPG	|	
174	|	Andhra_Sweets_Snacks	|	ఉలవ చారు 	|	Ulava Charu	|	ఉలవ చారు _clue	|	http://2.bp.blogspot.com/-5QQUdw1as1U/TmbrK6teosI/AAAAAAAADhg/baOsaELj6QE/s1600/ulavacharu.jpg	|	
175	|	Andhra_Sweets_Snacks	|	ఉండ్రాళ్ళు ( కుడుములు )	|	undrallu	|	ఉండ్రాళ్ళు ( కుడుములు )_clue	|	http://upload.wikimedia.org/wikipedia/commons/9/9e/Undrallu.jpg	|	
176	|	Andhra_Sweets_Snacks	|	వెన్నుండలు 	|	venn undalu	|	వెన్నుండలు _clue	|	http://www.athithigruhafoods.com/admin/productimages/427.jpg	|	
177	|	Andhra_Sweets_Snacks	|	వేరుశనగ పాకం 	|	verusanaga pakam 	|	వేరుశనగ పాకం _clue	|	http://4.bp.blogspot.com/_QBatnfI4aUo/Sq5mM_8EhiI/AAAAAAAAGPw/bsgbwejtAik/s400/DSC00106.JPG	|	
178	|	Andhra_Sweets_Snacks	|	వైట్ కలకాని 	|	White Kalakani	|	వైట్ కలకాని _clue	|	http://www.swagruhafoods.net/image/cache/data/swagruha%20foods/DSC_5498-500x500.jpg	|	
179	|	Animals	|	పిపిలికాహారి	|	aardvark	|	పిపిలికాహారి_clue	|	http://upload.wikimedia.org/wikipedia/commons/8/8a/Porc_formiguer.JPG	|	
180	|	Animals	|	మొసలి 	|	alligator	|	మొసలి _clue	|	http://upload.wikimedia.org/wikipedia/commons/thumb/0/03/American_Alligator.jpg/250px-American_Alligator.jpg	|	
181	|	Animals	|	చీమ	|	ant	|	చీమ_clue	|	http://www.prontopest.com/wp-content/uploads/2012/06/fireant.jpg	|	
182	|	Animals	|	తోక లేని కోతి	|	ape	|	తోక లేని కోతి_clue	|	http://www.babelsdawn.com/.a/6a00d83452aeca69e201157014af1a970b-800wi	|	
183	|	Animals	|	నఖ మృగము	|	armadillo	|	నఖ మృగము_clue	|	http://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Nine-banded_Armadillo.jpg/800px-Nine-banded_Armadillo.jpg	|	
184	|	Animals	|	గండు కోతి	|	baboon	|	గండు కోతి_clue	|	http://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Papio_anubis_%28Serengeti%2C_2009%29.jpg/399px-Papio_anubis_%28Serengeti%2C_2009%29.jpg	|	
185	|	Animals	|	చిన్న ఎలుగు 	|	badger	|	చిన్న ఎలుగు _clue	|	http://www.universityobserver.ie/wp-content/uploads/2012/10/badger.jpeg	|	
186	|	Animals	|	పందికొక్కు 	|	badicoot	|	పందికొక్కు _clue	|	http://cf067b.medialib.glogster.com/media/05/0592549526ecae6439648baec5df4da3b0aa2ab3bd3e04283460a6334a6a286a/quenda-southern-brown-bandicoot.gif	|	
187	|	Animals	|	గబ్బిలము 	|	bat	|	గబ్బిలము _clue	|	http://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Big-eared-townsend-fledermaus.jpg/240px-Big-eared-townsend-fledermaus.jpg	|	
188	|	Animals	|	ఎలుగుబంటి 	|	bear	|	ఎలుగుబంటి _clue	|	http://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Medved_mzoo.jpg/220px-Medved_mzoo.jpg	|	
189	|	Animals	|	నల్లి	|	bed bug	|	నల్లి_clue	|	http://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Bed_bug%2C_Cimex_lectularius.jpg/800px-Bed_bug%2C_Cimex_lectularius.jpg	|	
190	|	Animals	|	తేనెటీగ 	|	bee	|	తేనెటీగ _clue	|	http://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Osmia_ribifloris_bee.jpg/405px-Osmia_ribifloris_bee.jpg	|	
191	|	Animals	|	కుమ్మరి పురుగు 	|	beetle	|	కుమ్మరి పురుగు _clue	|	http://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Drawing-1.png/629px-Drawing-1.png	|	
192	|	Animals	|	ఎద్దు 	|	bison	|	ఎద్దు _clue	|	http://greatamericanbison.com/wp-content/uploads/2009/12/bison2.jpg	|	
193	|	Animals	|	నల్ల కొంగ	|	black-necked stork	|	నల్ల కొంగ_clue	|	http://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Ephippiorhynchus_asiaticus_-India-8.jpg/402px-Ephippiorhynchus_asiaticus_-India-8.jpg	|	
194	|	Animals	|	కొండ చిలువ 	|	boa	|	కొండ చిలువ _clue	|	http://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Python_molure_13.JPG/600px-Python_molure_13.JPG	|	
195	|	Animals	|	లేడి 	|	buck	|	లేడి _clue	|	http://www.affinityllc.com/allagash/images/big%20buck.jpg	|	
196	|	Animals	|	గేదె & దున్న 	|	buffalo	|	గేదె & దున్న _clue	|	http://www.naturephoto-cz.com/photos/sevcik/water-buffalo--bubalus-arnee-buvol-5.jpg	|	
197	|	Animals	|	నల్లి 	|	bug	|	నల్లి _clue	|	http://www.ent.iastate.edu/images/hemiptera/stinkbug/green_stink_bug_nymph.jpg	|	
198	|	Animals	|	పికిలి పిట్ట	|	bul bul	|	పికిలి పిట్ట_clue	|	http://upload.wikimedia.org/wikipedia/commons/8/87/Brown-eared_Bulbul_1.jpg	|	
199	|	Animals	|	ఎద్దు 	|	bull	|	ఎద్దు _clue	|	http://site.familyinnewyork.com/blog/wp-content/uploads/2008/10/wall-street-bull5.jpg	|	
200	|	Animals	|	గిత్త 	|	bullock	|	గిత్త _clue	|	https://secure.peta.org/images/content/pagebuilder/dd-animal-rahat-adoption-barsya.jpg	|	
201	|	Animals	|	తుమ్మెద	|	bumble bee	|	తుమ్మెద_clue	|	http://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Bumblebee_October_2007-3a.jpg/800px-Bumblebee_October_2007-3a.jpg	|	
202	|	Animals	|	సీతాకోక చిలుక 	|	butterfly	|	సీతాకోక చిలుక _clue	|	http://monarch-butterfly.info/images/monarch%20butterfly%20photo%20(2).jpg	|	
203	|	Animals	|	ఆవు దూడ 	|	calf	|	ఆవు దూడ _clue	|	https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/New_Forest_calf.jpg/800px-New_Forest_calf.jpg	|	
204	|	Animals	|	ఒంటె 	|	camel	|	ఒంటె _clue	|	http://upload.wikimedia.org/wikipedia/commons/4/43/07._Camel_Profile%2C_near_Silverton%2C_NSW%2C_07.07.2007.jpg	|	
205	|	Animals	|	పిల్లి 	|	cat	|	పిల్లి _clue	|	http://i.telegraph.co.uk/multimedia/archive/02351/cross-eyed-cat_2351472k.jpg	|	
206	|	Animals	|	గొంగళి పురుగు 	|	catterpillar	|	గొంగళి పురుగు _clue	|	http://ronrlacson.com/wp-content/uploads/2012/12/caterpillar1.jpg	|	
207	|	Animals	|	కాళ్ళ జెర్రి 	|	centipde	|	కాళ్ళ జెర్రి _clue	|	http://lancaster.unl.edu/pest/images/centipedemillipede/gardncnt.jpg	|	
208	|	Animals	|	ఊసరవెల్లి	|	chameleon	|	ఊసరవెల్లి_clue	|	http://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Bradypodion_pumilum_Cape_chameleon_female_IMG_1767_%28cropped%29.jpg/532px-Bradypodion_pumilum_Cape_chameleon_female_IMG_1767_%28cropped%29.jpg	|	
209	|	Animals	|	చిరుత పులి 	|	cheetah	|	చిరుత పులి _clue	|	http://images.nationalgeographic.com/wpf/media-live/photos/000/004/cache/cheetah_492_600x450.jpg	|	
210	|	Animals	|	కోడిపిల్ల 	|	chick	|	కోడిపిల్ల _clue	|	http://lancaster.unl.edu/4h/images/embryology/photos/4_2002/chick1.jpg	|	
211	|	Animals	|	చింపాంజీ 	|	chimpanzee	|	చింపాంజీ _clue	|	http://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Schimpanse_zoo-leipig.jpg/800px-Schimpanse_zoo-leipig.jpg	|	
212	|	Animals	|	త్రాచు పాము 	|	cobra	|	త్రాచు పాము _clue	|	http://yogainmyschool.com/wp-content/uploads/2009/11/cobra_ini.jpg	|	
213	|	Animals	|	కోడి పుంజు 	|	cock	|	కోడి పుంజు _clue	|	http://www.gamesmuseum.uwaterloo.ca/Archives/Culin/Hawaii1899/graphics/cock3.jpg	|	
214	|	Animals	|	 తెల్ల చిలుక	|	cockatoo	|	 తెల్ల చిలుక_clue	|	http://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Cacatua_galerita_-perching_on_branch_-crest-8a-2c.jpg/600px-Cacatua_galerita_-perching_on_branch_-crest-8a-2c.jpg	|	
215	|	Animals	|	బొద్దింక	|	cockroach	|	బొద్దింక_clue	|	http://upload.wikimedia.org/wikipedia/commons/0/0c/Cockroach_nymph_australia.jpg	|	
216	|	Animals	|	గుర్రపు పిల్ల 	|	colt	|	గుర్రపు పిల్ల _clue	|	http://images.pictureshunt.com/pics/c/colt-7901.jpg	|	
217	|	Animals	|	పులి 	|	cougar	|	పులి _clue	|	http://www.bigsurcalifornia.org/images2/cougar.jpg	|	
218	|	Animals	|	ఆవు	|	cow	|	ఆవు_clue	|	http://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Cow_female_black_white.jpg/800px-Cow_female_black_white.jpg	|	
219	|	Animals	|	ఎండ్ర కాయ	|	crab	|	ఎండ్ర కాయ_clue	|	http://images.nationalgeographic.com/wpf/media-live/photos/000/246/cache/christmas-island-red-crab_24694_600x450.jpg	|	
220	|	Animals	|	కొంగ 	|	crane	|	కొంగ _clue	|	http://www.epa.gov/espp/poster/jpegs/crane.jpg	|	
221	|	Animals	|	చిమ్మట పురుగు 	|	cricket	|	చిమ్మట పురుగు _clue	|	http://www.telugudanam.co.in/nearchuko/keeTakaalu/chimaTa_purugu.jpg	|	
222	|	Animals	|	మొసలి 	|	crocodile	|	మొసలి _clue	|	http://ichef.bbci.co.uk/naturelibrary/images/ic/credit/640x395/n/ni/nile_crocodile/nile_crocodile_1.jpg	|	
223	|	Animals	|	కాకి	|	crow	|	కాకి_clue	|	http://www.pinkmoose.ic24.net/images/house-crow-india-2007.jpg	|	
224	|	Animals	|	సముద్రపు పక్షి 	|	cuckoo	|	సముద్రపు పక్షి _clue	|	http://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Brush_Cuckoo_Oct_2007.JPG/634px-Brush_Cuckoo_Oct_2007.JPG	|	
225	|	Animals	|	ఇసుకలో పుల్ల	|	cygnet	|	ఇసుకలో పుల్ల_clue	|	http://www.photoree.com/image_cache/12/95/13/17/12951317_5a83_m.jpg	|	
226	|	Animals	|	తూనీగ	|	damsel fly  	|	తూనీగ_clue	|	http://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Ischnura_heterosticta02.jpg/800px-Ischnura_heterosticta02.jpg	|	
227	|	Animals	|	జింక 	|	deer	|	జింక _clue	|	http://www.newbern-nc.info/images/deer-10.jpg	|	
228	|	Animals	|	కుక్క 	|	dog	|	కుక్క _clue	|	http://upload.wikimedia.org/wikipedia/commons/2/26/YellowLabradorLooking_new.jpg	|	
229	|	Animals	|	డాల్ఫిన్	|	dolphin	|	డాల్ఫిన్_clue	|	http://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Bottlenose_Dolphin_KSC04pd0178.jpg/800px-Bottlenose_Dolphin_KSC04pd0178.jpg	|	
230	|	Animals	|	గాడిద 	|	donkey	|	గాడిద _clue	|	http://upload.wikimedia.org/wikipedia/commons/7/7b/Donkey_1_arp_750px.jpg	|	
231	|	Animals	|	పావురము 	|	dove	|	పావురము _clue	|	http://4.bp.blogspot.com/-w2dh_-F53eI/UOjMIW_sXPI/AAAAAAAANkI/3Z6xWREr72E/s1600/photo-789532.JPG	|	
232	|	Animals	|	బాతు	|	duck	|	బాతు_clue	|	http://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Mandarin.duck.arp.jpg/800px-Mandarin.duck.arp.jpg	|	
233	|	Animals	|	బాతు పిల్ల 	|	duckling	|	బాతు పిల్ల _clue	|	http://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Bucephala-albeola-010.jpg/800px-Bucephala-albeola-010.jpg	|	
234	|	Animals	|	గ్రద్ద 	|	eagle	|	గ్రద్ద _clue	|	http://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Golden_Eagle_in_flight_-_5.jpg/642px-Golden_Eagle_in_flight_-_5.jpg	|	
235	|	Animals	|	గ్రద్ద పిల్ల 	|	eaglet	|	గ్రద్ద పిల్ల _clue	|	http://www.blueroebuck.com/image/eaglet.jpg	|	
236	|	Animals	|	వాన పాము 	|	earthworm	|	వాన పాము _clue	|	http://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Earthworm.jpg/800px-Earthworm.jpg	|	
237	|	Animals	|	మలుగు చేప 	|	eel	|	మలుగు చేప _clue	|	http://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Anguillarostratakils.jpg/799px-Anguillarostratakils.jpg	|	
238	|	Animals	|	ఏనుగు	|	elephant	|	ఏనుగు_clue	|	http://upload.wikimedia.org/wikipedia/commons/thumb/3/37/African_Bush_Elephant.jpg/400px-African_Bush_Elephant.jpg	|	
239	|	Animals	|	 నిప్పు కోడి	|	emu	|	 నిప్పు కోడి_clue	|	http://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Emu-wild.jpg/800px-Emu-wild.jpg	|	
240	|	Animals	|	జింక పిల్ల 	|	fawn	|	జింక పిల్ల _clue	|	http://upload.wikimedia.org/wikipedia/commons/c/cf/Fawn_in_Forest_edit.jpg	|	
241	|	Animals	|	చేప 	|	fish	|	చేప _clue	|	http://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Georgia_Aquarium_-_Giant_Grouper_edit.jpg/541px-Georgia_Aquarium_-_Giant_Grouper_edit.jpg	|	
242	|	Animals	|	పూ కొంగ	|	flamingo 	|	పూ కొంగ_clue	|	http://upload.wikimedia.org/wikipedia/en/thumb/2/29/Flamingo_at_Rajkot.jpg/800px-Flamingo_at_Rajkot.jpg	|	
243	|	Animals	|	మిన్నలి	|	flea	|	మిన్నలి_clue	|	http://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Flea.JPG/800px-Flea.JPG	|	
244	|	Animals	|	ఈగ	|	fly	|	ఈగ_clue	|	http://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Musca_domestica_Portrait.jpg/800px-Musca_domestica_Portrait.jpg	|	
245	|	Animals	|	నక్క 	|	fox	|	నక్క _clue	|	http://upload.wikimedia.org/wikipedia/commons/c/c8/R%C3%A4v_vid_Revhusen_i_Ystad_-_Juli_2012..jpg	|	
246	|	Animals	|	లేడి	|	gazelle	|	లేడి_clue	|	http://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Slender-horned_gazelle_%28Cincinnati_Zoo%29.jpg/800px-Slender-horned_gazelle_%28Cincinnati_Zoo%29.jpg	|	
247	|	Animals	|	జిరాఫీ	|	giraffe	|	జిరాఫీ_clue	|	http://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Giraffe_Mikumi_National_Park.jpg/474px-Giraffe_Mikumi_National_Park.jpg	|	
248	|	Animals	|	మిణుగురు పురుగు 	|	glow worm	|	మిణుగురు పురుగు _clue	|	http://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Glow_worm_305654931.jpg/531px-Glow_worm_305654931.jpg	|	
249	|	Animals	|	మేక 	|	goat	|	మేక _clue	|	http://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Hausziege_04.jpg/600px-Hausziege_04.jpg	|	
250	|	Animals	|	బాతు 	|	goose	|	బాతు _clue	|	http://upload.wikimedia.org/wikipedia/commons/3/39/Domestic_Goose.jpg	|	
251	|	Animals	|	బాతు పిల్ల	|	goosling	|	బాతు పిల్ల_clue	|	http://thumbs.dreamstime.com/thumblarge_509/1275600452T5K1Z5.jpg	|	
252	|	Animals	|	మిడుత 	|	grasshopper	|	మిడుత _clue	|	http://upload.wikimedia.org/wikipedia/commons/thumb/0/04/Young_grasshopper_on_grass_stalk02.jpg/400px-Young_grasshopper_on_grass_stalk02.jpg	|	
253	|	Animals	|	పసిరిక పాము	|	green snake	|	పసిరిక పాము_clue	|	http://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Smooth_Green_Snake.jpg/799px-Smooth_Green_Snake.jpg	|	
254	|	Animals	|	వేట కుక్క	|	greyhound	|	వేట కుక్క_clue	|	https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/GraceTheGreyhound.jpg/800px-GraceTheGreyhound.jpg	|	
255	|	Animals	|	చిన్న పంది 	|	guinea pig	|	చిన్న పంది _clue	|	http://upload.wikimedia.org/wikipedia/commons/0/00/Two_adult_Guinea_Pigs_%28Cavia_porcellus%29.jpg	|	
256	|	Animals	|	కుందేలు	|	hare	|	కుందేలు_clue	|	https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Black_Naped_Hare.jpg/398px-Black_Naped_Hare.jpg	|	
257	|	Animals	|	డేగ	|	hawk	|	డేగ_clue	|	http://upload.wikimedia.org/wikipedia/en/thumb/1/10/Goshawk_dove4.JPG/796px-Goshawk_dove4.JPG	|	
258	|	Animals	|	కోడి పెట్ట	|	hen	|	కోడి పెట్ట_clue	|	http://www.hen.com/hen.jpg	|	
259	|	Animals	|	క్రౌంచ పక్షి	|	heron	|	క్రౌంచ పక్షి_clue	|	http://upload.wikimedia.org/wikipedia/en/6/67/GBHfish5.jpg	|	
260	|	Animals	|	నీటి ఏనుగు 	|	hippopotamus	|	నీటి ఏనుగు _clue	|	http://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Hippopotamus_-_04.jpg/800px-Hippopotamus_-_04.jpg	|	
261	|	Animals	|	గుర్రము 	|	horse	|	గుర్రము _clue	|	http://upload.wikimedia.org/wikipedia/commons/d/de/Nokota_Horses_cropped.jpg	|	
262	|	Animals	|	 జోరీగ	|	horse fly	|	 జోరీగ_clue	|	http://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Horse_fly_Tabanus_2.jpg/783px-Horse_fly_Tabanus_2.jpg	|	
263	|	Animals	|	వేట కుక్క 	|	hound	|	వేట కుక్క _clue	|	http://upload.wikimedia.org/wikipedia/commons/5/5e/WhippetWhiteSaddled_wb.jpg	|	
264	|	Animals	|	తేనె పిట్ట	|	humming bird 	|	తేనె పిట్ట_clue	|	http://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Archilochus-alexandri-002-edit.jpg/800px-Archilochus-alexandri-002-edit.jpg	|	
265	|	Animals	|	సివంగి 	|	hyena	|	సివంగి _clue	|	http://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Hyaenidae.jpg/182px-Hyaenidae.jpg	|	
